,0
244,"Fondens formål er at give fribolig eller yde tilskud til bolig for ældre eller syge, værdigt trængende slagtere eller disses enker, at yde legater til værdigt trængende slagtere eller disses enker, at yde legater til uddannelse og dygtiggørelse af medlemmer af slagterstanden, og i øvrigt at yde støtte til formål, der efter bestyrelsens enstemmige beslutning må anses for nyttige for slagterstanden"
245,
246,"Fondens formål: A. Fonden skal virke til gavn for danske ingeniørers videreuddannelse og dygtiggørelse og til styrkelse af dansk ingeniørvirksomheds anseelse indadtil og over for udlandet. Støtte til disse formål kan ydes gennem økonomisk støtte til enkeltpersoner eller grupper af enkeltpersoner, indenfor eller udenfor Alectia A/S med tilknyttede virksomheder, til forskning, studieophold i udlandet eller på en hvilken som helst anden måde, som fondens bestyrelse finder hensigtsmæssigt. B. Fonden kan endvidere yde understøttelse til personer, der tidligere har haft tilknytning til Interessentskabet Birch & Krogboe, Rådgivende Ingeniørkontor eller Birch & Krogboe, Rådgivende Ingeniørkontor K/S eller Alectia A/S med tilknyttede virksomheder eller har været gift med eller er barn under 20 år af sådanne personer. I en periode, hvor en person er medlem af fondens bestyrelse eller af ledelsen for Alectia A/S med tilknyttede virksomheder, eller er ansat i disse virksomheder, kan en støtte i medfør af nærværende afsnit B dog ikke ydes til den pågældende eller dennes ægtefælle eller afkom. De beløb, der i det enkelte år kan ydes til understøttelse til de i nærværende afsnit B nævnte formål, kan ikke overstige 40% af fondens overskud i det pågældende år og eventuelle uddelinger kan kun ske år for år."
247,
248,"Selskabets formål er direkte eller gennem datterselskaber at drive handel og fabrikation samt virksomhed, der efter bestyrelsens skøn står i forbindelse hermed"
249,"Fonden for KFUMs Soldatermission i Danmark har som formål - på den evangelisk-lutherske folkekirkes grund - at arbejde blandt forsvarets personel og hvor muligt også blandt pårørende - ved forkyndelse af det kristne budskab og praktisk tjeneste. Ved forsvarets personel forstås tjenstgørende og hjemkomne, tidligere soldater under hensyntagen til individuelle behov og Soldatermissionens muligheder. Arbejdet kan eventuelt udføres i samarbejde med organisationer med tilsvarende formål. Bestyrelsen kan til varetagelse af formålet etablere soldaterhjem, i eller uden for Danmark, stifte firmaer eller selskaber."
250,"Bankens formål er at drive pengeinstitutvirksomhed, herunder varetagelse af funktioner i forbindelse med omsætning af penge, kreditmidler og værdipapirer og dermed forbundne serviceydelser samt anden virksomhed tilladt efter lov om finansiel virksomhed."
251,
252,"Foreningens formål er at indkøbe avispapir og andre varer med henblik på videresalg til medlemmerne til anvendelse i medlemmernes egne virksomheder. Foreningen kan endvidere levere avispapir og andre varer til virksomheder, hvori et medlem eller flere medlemmer tilsammen har en væsentlig indflydelse i kraft af ejerandel eller på anden måde. Til opfyldelse af formålet skal foreningen tilstræbe at have en omsætning af en sådan størrelse, at der opnås de bedste betingel- ser hos leverandørerne. I det omfang, det er foreneligt med foreningens formål, kan foreningen tillige drive rederi-, stevedore- og pakhusvirksomhed samt yde teknisk bistand og anden service til medlemmerne. Foreningen kan efter bestyrelsens nærmere bestmmelse foretage salg af avispapir og andre varer til ikke- medlemmer."
253,"Selskabets formål er at skabe værdi og være til gavn for andelshaverne ved at drive virksomhed inden for energi, fibernet og dermed beslægtede områder. Selskabet bidrager aktivt i den bæredygtige og digitale udvikling i regionen og det danske samfund."
254,Foreningens formål er at skaffe medlemmerne foderstoffer gødning og andre grovvarer til landbruget og at bistå medlemmerne med tjenesteydelser samt at afsætte medlemmernes produktion af korn og andre produkter.
255,
256,
257,
258,
259,Selskabets formål er at drive handel og fabrikation
260,
261,
262,"Selskabets formål er at drive handel og fabrikation, samt at være holding- og finansieringsselskab."
263,
264,"Fondet har følgende formål: 1. At medvirke til, at Christian Nielsens virksomheder kan drives i Christian Nielsens ånd, og på en sådan måde, at de virker til almen gavn for dansk industri. 2. Årligt at uddele mindst kr. 50.000,00, efter fondsbestyrelsens nærmere bestemmelse, til Dansk Blindesamfund, Frelsens hær, trængende gamle og svage i Lyngby-Taarbæk og Søllerød kommuner, personer i Søllerød kommune, der uden selv at være skyld heri, er kommet i afgørende økonomiske vanskeligheder, og hvor det offentlige ikke skønnes at kunne hjælpe eller hjælpe tilstrækkeligt, for eksempel enker, invalide personer og faderløse børn, hvor disse skønnes særligt hårdt ramt, eller til værdigt trængende blandt Strandmøllens nuværende eller tidligere ansatte, deres efterladte eller deres pårørende. 3. At yde støtte til dansk teknologisk og industriel udvikling, herunder ved - at yde støtte til opfindere eller fabrikanter til   udnyttelse af opfindelser eller andre tekniske   fremskridt af betydning for dansk industri - at stille til disposition for industriel eller   teknologisk institution eller læreanstalt beløb   til anvendelse for specificerede enkentopgaver, som   skønnes nyttige for dansk industri - at yde støtte til private personer, der skønnes   værdige og egnede til videreuddannelse, også i   praktisk retning, inden for dansk industri. 4. At give økonomisk hjælp til forskningen inden for dansk industri, land- og skovbrug og fiskere, når forskningen har industrielt sigte. 5. At yde hjælp til bevarelse af industriel eller håndværksmæssig kunnen og teknik, som af kulturelle, historiske studiemæssige grunde skønnes bevarings- værdige for samfundet, herunder restaurering af bygninger og driftsmidler. 6. Fondet kan yde en hædersgave til en dansk mand eller kvinde, der har vist et særligt initiativ inden for industrien. Hædersgaven uddeles på legatstifterens fødselsdag den 14. Februar og kan ikke søges. Hæders- gaven betegnes ""CHRISTIAN NIELSENS PRIS"". Fondets støtte kan ydes som legater, der ikke skal tilbagebetales, eller som lån med eller uden sikkerhed og forrentning. Såfremt støtten ydes til iværksættelse eller gennemførelse af projekter til kommerciel anvendelse, kan støtten helt eller delvist ydes som lån, såfremt bestyrelsen finder det hensigtsmæssigt af pædagogiske grunde, eller fordi projektets gennemførelse vil indebære en sådan indtjening, at bidragnyderen med rimelighed skønnes at måtte afgive støtten til brug for andre iværksættere af industriel udvikling. Sådanne lån kan efter ansøgning eftergives, såfremt det støttede projekt ikke viser sig gennemførligt eller mislykkes for iværksætteren."
265,"Selskabets formål er at drive fabrikation og handel af enhver art samt, direkte eller indirekte, at drive anden virksomhed, der efter bestyrelsens skøn er forbundet dermed."
266,
267,
268,Selskabets formål er at drive handel med metaller og hermed beslægtet virksomhed.
269,
270,Fondens formål er at støtte erhvervs- og turistfremmende projekter i Røddingområdet
271,
272,
273,
274,
275,
276,
277,
278,"Fondens formål er at erhverve, opføre, forbedre og drive boliger, der stilles til rådighed for studerende og gæster ved Roskilde Universitetscenter, herunder internationale udvekslingsstuderende, samt i øvrigt til studerende og lærlinge i Roskildeområdet. Endvidere kan fonden støtte etablering af studentersociale faciliteter."
279,Fondens formål er at virke for billigst muligt at tilvejebringe gode boliger for ældre og enlige
280,"Fondens formål er at understøtte værdige trængende i Haderslev by, hovedsageligt ved at tilbyde disse en billig bolig samt at forvalte fondens ejendom Klosteret 29, 6100 Haderslev"
281,
282,"Fondens formål er at sikre og underbygge det økonomiske grundlag for den fortsatte beståen og udvikling på en sund måde og økonomisk basis af de under fonden hørende ejendomme eller parter heraf. Fondens formål kan udvides til at omfatte aktier eller anparter i virksom- heder, derunder plantager eller skove, som bestyrelsen skønner det rimeligt at erhverve. Videre skal fonden i det omfang det under hensyntagen til fondens formuefor- hold, og under forudsætning af enstemmighed i bestyrel- sen, kunne yde støtte til velgørende formål, til velfor- tjente medarbejdere  eller andre nært tilknyttede personer til de af fonden ejede ejendomme eller til sådanne efterladte samt til efterkommere, som er kommet i trang, eller hvis forhold der overhovedet kan være grund til at forbedre. Bestyrelsen afgør, under hvilken form og til hvem støtte vil være at yde, og ingen skal ved domstolene kunne rejse krav på hjælp fra fonden"
283,
284,
285,"Fondens formål er i samarbejde med Frederiksberg Kommune at drive fondens ejendomme, således at ejendommene udnyttes bedst muligt i funktionel henseende, at der tilvejebringes den bedst mulige brugsøkonomi, og at der efter aftale udarbejdes retningslinier om kommunens anvisning til en del af boligerne. Endvidere skal fonden søge at fremme boligkulturelle og boligproduktive formål i Frederiksberg Kommune, herunder deltage i projekter vedrørende byfornyelses-, boligforbedrings-, ældrebolig- og ungdomsboligudvikling, eller lignende sociale formål."
286,
287,
288,
289,
290,
291,
292,
293,"Fondens formål er gennem aktiviteter, der har mad, madkultur og fysisk aktiviteter som gennemgående elementer, at inspirere børn og unge, herunder også socialt udsatte børn og unge, til at forandre deres daglige madvaner og vise dem vejen til en mere bevidst madkultur og aktiv livsstil i hverdagen. Fonden vil gennem aktiviteter, eksempelvis i naturen, give dem unikke oplevelser med sunde fødevarer, naturlige råvarer, madlavning, fysisk aktivitet og læring. Fondens mål er at bidrage til, at børn og unge får mere viden om madkultur/maddannelse, som kan føre til en sundere og bedre livsstil."
294,
295,
296,
297,
298,
299,
300,
301,
302,
303,
304,"Selskabets formål er at drive livsforsikringsvirksomhed, skadesforsikringsvirksomhed inden for skadesforsikringsklasserne 1 og 2 samt dermed direkte forbundne forretninger. I selskabet kan tegnes alle arter af syge- og ulykkesforsikringer samt livs- og pensionsforsikringer og hertil knyttede personforsikringer, ligesom selskabet kan overtage de nævnte arter af forsikringer i genforsikring"
305,
306,
307,
308,
309,
310,
311,
312,
313,
314,"Stk. 1. Med de årlige fondsindtægter efter fradrag af driftsudgifter forholdes som følger: A. Da det er hen- sigten at opretholde værdien af de i Fonden indestående passive investeringer (bankindskud, obligationer, pante- breve, udlån m.v.), skal bestyrelsen vedrørende sådanne investeringer foretage de henlæggelser til fondskapita- len, som omtrentlig svarer til, hvad der er nødvendigt for at opretholde deres værdi målt i uændret kroneværdi Fondskapitalen - såvel grundkapitalen som senere opar- bejdede eller Fonden på anden måde tilgåede midler - skal iøvrigt forblive intakt. B. Tre fjerdedele af det beløb, som bestyrelsen beslutter i det pågældende år at anvende til uddeling, benyttes til ydelser til fonds- stifternes slægtninge, fortrinsvis descendenter. Sålænge Alice Sørensen lever har hun dog krav på hele uddelin- gen, dog kun indtil et beløb af 300.000 kr., der fra 1. januar 1984 at regne reguleres i takt med forbruger- prisindeksets stigning. Slægtskabsgraden med fondsstif- terne er hovedretningslinien for, hvem der kommer i betragtning til uddeling og i hvilken rækkefølge, idet descendenter principielt har fortrin, men indenfor kredsen af slægtninge bestemmer bestyrelsen iøvrigt selvstændigt, til hvilke personer og med hvilke beløb uddeling skal ske, og ingen har retskrav på uddeling fra Fonden bortset fra fru Alice Sørensen. For så vidt angår uddeling til decendenter, er det fondsbestyrelsen uved- kommende, hvorledes den enkelte descendent forvalter sin tildeling. Fondsbestyrelsen kan dog bestemme, når det skønnes at være i en descendents sande interesse, at tildelingen til den pågældende skal administreres af en af fondsbestyrelsen udpeget person. Administrationen kan nærmere udøves således, at der eventuelt bliver tale om en dagling tildeling, eventuelt i form af naturalier, betaling af husleje o.l. Såfremt fondsbestyrelsen anord- ner en sådan administration, kan descendenten forlange, at spørgsmålet om foranstatningens berettigelse ind- bringes for 3 voldgiftsmænd, der udpeges af civildomme- ren i Esbjerg. Voldgiftsmændenes afgørelse er endelig og kan ikke indbringes for domstolene. C. En fjerdedel af det beløb, som bestyrelsen i det pågældende år beslutter at anvende til uddeling, benyttes til fremme af dansk fiskeri, til udmærkelse af personer, der særlig har gjort sig fortjent til fremme af dansk fiskeri eller til almennyttige formål iøvrigt, alt efter bestyrelsens skøn. Finder bestyrelsen, at der i det pågældende år ikke er almennyttige formål, som på rimelig måde kommer i betragtning, kan den benytte den heromhandlede fjerde- del til påskønnelse af veltjente personer, der har været ansat i A/S Rederiet Tage Sørensen, Lumino-Fabrikken eller andre Tage Sørensen eller Fonden tilhørende virk- somheder. D. Findes der på noget tidspunkt hverken descendenter eller slætninge iøvrigt, anvendes de til disposition for uddeling værende midler til de under C nævnte formål. Stk. 2. Bestyrelsen kan tildele uden ansøgning, men kan - hvis den skønner det formålstjen- ligt - indkalde ansøgninger. Stk. 3. Beløb, der kommer til uddeling fra Fonden, kan ikke overdrages eller pant- sættes og kan  ikke være genstand for retsforfølgning Fonden noterer ikke transporter vedrørende uddelinger fra Fonden"
